Nº de abonados;Sexo;Edad;Tipo de abono;Centro deportivo;Mes
1;MUJER;22;ADM FAMILIAR;Raúl González;ene-25
1;MUJER;23;ADM FAMILIAR;Raúl González;ene-25
1;MUJER;27;ADM FAMILIAR;Raúl González;ene-25
1;MUJER;42;ADM FAMILIAR;Raúl González;ene-25
1;MUJER;45;ADM FAMILIAR;Raúl González;ene-25
1;MUJER;50;ADM FAMILIAR;Raúl González;ene-25
1;MUJER;54;ADM FAMILIAR;Raúl González;ene-25
1;MUJER;56;ADM FAMILIAR;Raúl González;ene-25
1;HOMBRE;8;ADM FAMILIAR;Raúl González;ene-25
1;HOMBRE;12;ADM FAMILIAR;Raúl González;ene-25
1;HOMBRE;17;ADM FAMILIAR;Raúl González;ene-25
2;HOMBRE;19;ADM FAMILIAR;Raúl González;ene-25
1;HOMBRE;42;ADM FAMILIAR;Raúl González;ene-25
1;HOMBRE;45;ADM FAMILIAR;Raúl González;ene-25
1;HOMBRE;47;ADM FAMILIAR;Raúl González;ene-25
1;HOMBRE;51;ADM FAMILIAR;Raúl González;ene-25
1;HOMBRE;57;ADM FAMILIAR;Raúl González;ene-25
1;HOMBRE;59;ADM FAMILIAR;Raúl González;ene-25
1;MUJER;51;ADM FIN DE SEMANA;Raúl González;ene-25
1;MUJER;44;ADM REDUCIDO;Raúl González;ene-25
1;MUJER;54;ADM REDUCIDO;Raúl González;ene-25
1;MUJER;64;ADM REDUCIDO;Raúl González;ene-25
1;MUJER;66;ADM REDUCIDO;Raúl González;ene-25
1;MUJER;67;ADM REDUCIDO;Raúl González;ene-25
2;MUJER;68;ADM REDUCIDO;Raúl González;ene-25
1;MUJER;69;ADM REDUCIDO;Raúl González;ene-25
1;MUJER;71;ADM REDUCIDO;Raúl González;ene-25
2;MUJER;75;ADM REDUCIDO;Raúl González;ene-25
1;MUJER;77;ADM REDUCIDO;Raúl González;ene-25
2;MUJER;80;ADM REDUCIDO;Raúl González;ene-25
1;MUJER;83;ADM REDUCIDO;Raúl González;ene-25
1;MUJER;93;ADM REDUCIDO;Raúl González;ene-25
1;HOMBRE;40;ADM REDUCIDO;Raúl González;ene-25
1;HOMBRE;61;ADM REDUCIDO;Raúl González;ene-25
1;HOMBRE;64;ADM REDUCIDO;Raúl González;ene-25
1;HOMBRE;66;ADM REDUCIDO;Raúl González;ene-25
1;HOMBRE;67;ADM REDUCIDO;Raúl González;ene-25
1;HOMBRE;69;ADM REDUCIDO;Raúl González;ene-25
1;HOMBRE;71;ADM REDUCIDO;Raúl González;ene-25
1;HOMBRE;73;ADM REDUCIDO;Raúl González;ene-25
1;HOMBRE;76;ADM REDUCIDO;Raúl González;ene-25
1;HOMBRE;79;ADM REDUCIDO;Raúl González;ene-25
1;HOMBRE;80;ADM REDUCIDO;Raúl González;ene-25
1;HOMBRE;81;ADM REDUCIDO;Raúl González;ene-25
1;HOMBRE;83;ADM REDUCIDO;Raúl González;ene-25
1;MUJER;46;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;Raúl González;ene-25
1;MUJER;54;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;Raúl González;ene-25
1;HOMBRE;26;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;Raúl González;ene-25
1;HOMBRE;52;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;Raúl González;ene-25
1;HOMBRE;54;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;Raúl González;ene-25
1;MUJER;18;ADM USO LIBRE;Raúl González;ene-25
1;MUJER;19;ADM USO LIBRE;Raúl González;ene-25
1;MUJER;20;ADM USO LIBRE;Raúl González;ene-25
2;MUJER;22;ADM USO LIBRE;Raúl González;ene-25
1;MUJER;35;ADM USO LIBRE;Raúl González;ene-25
1;MUJER;37;ADM USO LIBRE;Raúl González;ene-25
1;MUJER;40;ADM USO LIBRE;Raúl González;ene-25
1;MUJER;43;ADM USO LIBRE;Raúl González;ene-25
2;MUJER;44;ADM USO LIBRE;Raúl González;ene-25
1;MUJER;52;ADM USO LIBRE;Raúl González;ene-25
1;MUJER;55;ADM USO LIBRE;Raúl González;ene-25
1;MUJER;56;ADM USO LIBRE;Raúl González;ene-25
2;MUJER;58;ADM USO LIBRE;Raúl González;ene-25
1;MUJER;59;ADM USO LIBRE;Raúl González;ene-25
1;MUJER;60;ADM USO LIBRE;Raúl González;ene-25
1;MUJER;62;ADM USO LIBRE;Raúl González;ene-25
1;MUJER;63;ADM USO LIBRE;Raúl González;ene-25
1;MUJER;65;ADM USO LIBRE;Raúl González;ene-25
2;MUJER;66;ADM USO LIBRE;Raúl González;ene-25
1;MUJER;67;ADM USO LIBRE;Raúl González;ene-25
1;MUJER;69;ADM USO LIBRE;Raúl González;ene-25
1;MUJER;70;ADM USO LIBRE;Raúl González;ene-25
2;MUJER;71;ADM USO LIBRE;Raúl González;ene-25
2;MUJER;72;ADM USO LIBRE;Raúl González;ene-25
1;MUJER;73;ADM USO LIBRE;Raúl González;ene-25
2;MUJER;74;ADM USO LIBRE;Raúl González;ene-25
2;MUJER;75;ADM USO LIBRE;Raúl González;ene-25
2;MUJER;78;ADM USO LIBRE;Raúl González;ene-25
1;MUJER;89;ADM USO LIBRE;Raúl González;ene-25
1;HOMBRE;17;ADM USO LIBRE;Raúl González;ene-25
1;HOMBRE;21;ADM USO LIBRE;Raúl González;ene-25
1;HOMBRE;25;ADM USO LIBRE;Raúl González;ene-25
2;HOMBRE;29;ADM USO LIBRE;Raúl González;ene-25
1;HOMBRE;35;ADM USO LIBRE;Raúl González;ene-25
1;HOMBRE;36;ADM USO LIBRE;Raúl González;ene-25
1;HOMBRE;37;ADM USO LIBRE;Raúl González;ene-25
1;HOMBRE;38;ADM USO LIBRE;Raúl González;ene-25
1;HOMBRE;39;ADM USO LIBRE;Raúl González;ene-25
1;HOMBRE;40;ADM USO LIBRE;Raúl González;ene-25
1;HOMBRE;45;ADM USO LIBRE;Raúl González;ene-25
1;HOMBRE;46;ADM USO LIBRE;Raúl González;ene-25
1;HOMBRE;47;ADM USO LIBRE;Raúl González;ene-25
1;HOMBRE;49;ADM USO LIBRE;Raúl González;ene-25
2;HOMBRE;50;ADM USO LIBRE;Raúl González;ene-25
1;HOMBRE;52;ADM USO LIBRE;Raúl González;ene-25
3;HOMBRE;53;ADM USO LIBRE;Raúl González;ene-25
2;HOMBRE;54;ADM USO LIBRE;Raúl González;ene-25
3;HOMBRE;55;ADM USO LIBRE;Raúl González;ene-25
1;HOMBRE;56;ADM USO LIBRE;Raúl González;ene-25
1;HOMBRE;57;ADM USO LIBRE;Raúl González;ene-25
2;HOMBRE;58;ADM USO LIBRE;Raúl González;ene-25
1;HOMBRE;61;ADM USO LIBRE;Raúl González;ene-25
1;HOMBRE;62;ADM USO LIBRE;Raúl González;ene-25
1;HOMBRE;63;ADM USO LIBRE;Raúl González;ene-25
5;HOMBRE;65;ADM USO LIBRE;Raúl González;ene-25
1;HOMBRE;66;ADM USO LIBRE;Raúl González;ene-25
3;HOMBRE;67;ADM USO LIBRE;Raúl González;ene-25
1;HOMBRE;69;ADM USO LIBRE;Raúl González;ene-25
2;HOMBRE;70;ADM USO LIBRE;Raúl González;ene-25
1;HOMBRE;71;ADM USO LIBRE;Raúl González;ene-25
3;HOMBRE;72;ADM USO LIBRE;Raúl González;ene-25
2;HOMBRE;74;ADM USO LIBRE;Raúl González;ene-25
1;HOMBRE;75;ADM USO LIBRE;Raúl González;ene-25
2;HOMBRE;76;ADM USO LIBRE;Raúl González;ene-25
1;HOMBRE;82;ADM USO LIBRE;Raúl González;ene-25
1;HOMBRE;87;ADM USO LIBRE;Raúl González;ene-25
1;MUJER;32;ADM ACTIVIDAD DIRIGIDA;San Blas;ene-25
1;MUJER;33;ADM ACTIVIDAD DIRIGIDA;San Blas;ene-25
2;MUJER;44;ADM ACTIVIDAD DIRIGIDA;San Blas;ene-25
1;MUJER;50;ADM ACTIVIDAD DIRIGIDA;San Blas;ene-25
1;MUJER;51;ADM ACTIVIDAD DIRIGIDA;San Blas;ene-25
1;MUJER;52;ADM ACTIVIDAD DIRIGIDA;San Blas;ene-25
1;MUJER;53;ADM ACTIVIDAD DIRIGIDA;San Blas;ene-25
1;MUJER;55;ADM ACTIVIDAD DIRIGIDA;San Blas;ene-25
1;MUJER;56;ADM ACTIVIDAD DIRIGIDA;San Blas;ene-25
1;MUJER;58;ADM ACTIVIDAD DIRIGIDA;San Blas;ene-25
1;MUJER;59;ADM ACTIVIDAD DIRIGIDA;San Blas;ene-25
1;MUJER;60;ADM ACTIVIDAD DIRIGIDA;San Blas;ene-25
1;MUJER;63;ADM ACTIVIDAD DIRIGIDA;San Blas;ene-25
1;MUJER;64;ADM ACTIVIDAD DIRIGIDA;San Blas;ene-25
1;HOMBRE;18;ADM ACTIVIDAD DIRIGIDA;San Blas;ene-25
2;HOMBRE;51;ADM ACTIVIDAD DIRIGIDA;San Blas;ene-25
1;HOMBRE;54;ADM ACTIVIDAD DIRIGIDA;San Blas;ene-25
1;MUJER;50;ADM COMPLETO;San Blas;ene-25
1;MUJER;66;ADM COMPLETO;San Blas;ene-25
1;MUJER;71;ADM COMPLETO;San Blas;ene-25
1;MUJER;74;ADM COMPLETO;San Blas;ene-25
1;HOMBRE;67;ADM COMPLETO;San Blas;ene-25
1;HOMBRE;68;ADM COMPLETO;San Blas;ene-25
1;MUJER;22;ADM FAMILIAR;San Blas;ene-25
1;MUJER;45;ADM FAMILIAR;San Blas;ene-25
1;HOMBRE;16;ADM FAMILIAR;San Blas;ene-25
1;HOMBRE;46;ADM FAMILIAR;San Blas;ene-25
1;MUJER;60;ADM REDUCIDO;San Blas;ene-25
1;MUJER;64;ADM REDUCIDO;San Blas;ene-25
1;MUJER;67;ADM REDUCIDO;San Blas;ene-25
1;MUJER;68;ADM REDUCIDO;San Blas;ene-25
2;MUJER;69;ADM REDUCIDO;San Blas;ene-25
1;MUJER;71;ADM REDUCIDO;San Blas;ene-25
1;MUJER;72;ADM REDUCIDO;San Blas;ene-25
1;MUJER;74;ADM REDUCIDO;San Blas;ene-25
2;MUJER;75;ADM REDUCIDO;San Blas;ene-25
1;MUJER;76;ADM REDUCIDO;San Blas;ene-25
1;MUJER;77;ADM REDUCIDO;San Blas;ene-25
1;MUJER;78;ADM REDUCIDO;San Blas;ene-25
1;MUJER;79;ADM REDUCIDO;San Blas;ene-25
2;MUJER;80;ADM REDUCIDO;San Blas;ene-25
1;MUJER;81;ADM REDUCIDO;San Blas;ene-25
1;MUJER;95;ADM REDUCIDO;San Blas;ene-25
1;HOMBRE;52;ADM REDUCIDO;San Blas;ene-25
1;HOMBRE;62;ADM REDUCIDO;San Blas;ene-25
1;HOMBRE;64;ADM REDUCIDO;San Blas;ene-25
1;HOMBRE;65;ADM REDUCIDO;San Blas;ene-25
1;HOMBRE;66;ADM REDUCIDO;San Blas;ene-25
1;HOMBRE;67;ADM REDUCIDO;San Blas;ene-25
1;HOMBRE;68;ADM REDUCIDO;San Blas;ene-25
3;HOMBRE;69;ADM REDUCIDO;San Blas;ene-25
1;HOMBRE;70;ADM REDUCIDO;San Blas;ene-25
3;HOMBRE;72;ADM REDUCIDO;San Blas;ene-25
1;HOMBRE;82;ADM REDUCIDO;San Blas;ene-25
1;MUJER;21;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;San Blas;ene-25
1;MUJER;22;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;San Blas;ene-25
1;MUJER;25;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;San Blas;ene-25
1;MUJER;29;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;San Blas;ene-25
1;MUJER;32;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;San Blas;ene-25
1;MUJER;48;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;San Blas;ene-25
1;MUJER;49;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;San Blas;ene-25
1;HOMBRE;17;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;San Blas;ene-25
2;HOMBRE;18;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;San Blas;ene-25
1;HOMBRE;19;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;San Blas;ene-25
1;HOMBRE;20;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;San Blas;ene-25
1;HOMBRE;21;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;San Blas;ene-25
1;HOMBRE;26;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;San Blas;ene-25
1;HOMBRE;27;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;San Blas;ene-25
1;HOMBRE;32;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;San Blas;ene-25
1;HOMBRE;39;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;San Blas;ene-25
2;HOMBRE;48;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;San Blas;ene-25
1;HOMBRE;54;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;San Blas;ene-25
1;HOMBRE;58;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;San Blas;ene-25
1;HOMBRE;61;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;San Blas;ene-25
1;MUJER;22;ADM USO LIBRE;San Blas;ene-25
1;MUJER;23;ADM USO LIBRE;San Blas;ene-25
1;MUJER;31;ADM USO LIBRE;San Blas;ene-25
1;MUJER;39;ADM USO LIBRE;San Blas;ene-25
1;MUJER;42;ADM USO LIBRE;San Blas;ene-25
2;MUJER;51;ADM USO LIBRE;San Blas;ene-25
1;MUJER;52;ADM USO LIBRE;San Blas;ene-25
1;MUJER;56;ADM USO LIBRE;San Blas;ene-25
1;MUJER;57;ADM USO LIBRE;San Blas;ene-25
1;MUJER;58;ADM USO LIBRE;San Blas;ene-25
2;MUJER;61;ADM USO LIBRE;San Blas;ene-25
3;MUJER;62;ADM USO LIBRE;San Blas;ene-25
3;MUJER;64;ADM USO LIBRE;San Blas;ene-25
1;MUJER;66;ADM USO LIBRE;San Blas;ene-25
1;MUJER;67;ADM USO LIBRE;San Blas;ene-25
1;MUJER;68;ADM USO LIBRE;San Blas;ene-25
4;MUJER;69;ADM USO LIBRE;San Blas;ene-25
1;MUJER;71;ADM USO LIBRE;San Blas;ene-25
1;MUJER;72;ADM USO LIBRE;San Blas;ene-25
1;MUJER;73;ADM USO LIBRE;San Blas;ene-25
2;MUJER;74;ADM USO LIBRE;San Blas;ene-25
2;MUJER;75;ADM USO LIBRE;San Blas;ene-25
2;MUJER;76;ADM USO LIBRE;San Blas;ene-25
3;MUJER;77;ADM USO LIBRE;San Blas;ene-25
3;MUJER;78;ADM USO LIBRE;San Blas;ene-25
1;MUJER;83;ADM USO LIBRE;San Blas;ene-25
1;MUJER;84;ADM USO LIBRE;San Blas;ene-25
1;HOMBRE;15;ADM USO LIBRE;San Blas;ene-25
1;HOMBRE;18;ADM USO LIBRE;San Blas;ene-25
1;HOMBRE;21;ADM USO LIBRE;San Blas;ene-25
1;HOMBRE;22;ADM USO LIBRE;San Blas;ene-25
2;HOMBRE;23;ADM USO LIBRE;San Blas;ene-25
1;HOMBRE;26;ADM USO LIBRE;San Blas;ene-25
2;HOMBRE;30;ADM USO LIBRE;San Blas;ene-25
1;HOMBRE;33;ADM USO LIBRE;San Blas;ene-25
1;HOMBRE;35;ADM USO LIBRE;San Blas;ene-25
2;HOMBRE;38;ADM USO LIBRE;San Blas;ene-25
1;HOMBRE;39;ADM USO LIBRE;San Blas;ene-25
1;HOMBRE;41;ADM USO LIBRE;San Blas;ene-25
1;HOMBRE;42;ADM USO LIBRE;San Blas;ene-25
1;HOMBRE;49;ADM USO LIBRE;San Blas;ene-25
3;HOMBRE;52;ADM USO LIBRE;San Blas;ene-25
1;HOMBRE;53;ADM USO LIBRE;San Blas;ene-25
1;HOMBRE;56;ADM USO LIBRE;San Blas;ene-25
1;HOMBRE;57;ADM USO LIBRE;San Blas;ene-25
2;HOMBRE;59;ADM USO LIBRE;San Blas;ene-25
1;HOMBRE;60;ADM USO LIBRE;San Blas;ene-25
1;HOMBRE;61;ADM USO LIBRE;San Blas;ene-25
1;HOMBRE;63;ADM USO LIBRE;San Blas;ene-25
2;HOMBRE;64;ADM USO LIBRE;San Blas;ene-25
6;HOMBRE;65;ADM USO LIBRE;San Blas;ene-25
6;HOMBRE;66;ADM USO LIBRE;San Blas;ene-25
2;HOMBRE;67;ADM USO LIBRE;San Blas;ene-25
1;HOMBRE;68;ADM USO LIBRE;San Blas;ene-25
6;HOMBRE;69;ADM USO LIBRE;San Blas;ene-25
2;HOMBRE;70;ADM USO LIBRE;San Blas;ene-25
1;HOMBRE;71;ADM USO LIBRE;San Blas;ene-25
3;HOMBRE;72;ADM USO LIBRE;San Blas;ene-25
2;HOMBRE;73;ADM USO LIBRE;San Blas;ene-25
3;HOMBRE;74;ADM USO LIBRE;San Blas;ene-25
5;HOMBRE;75;ADM USO LIBRE;San Blas;ene-25
3;HOMBRE;76;ADM USO LIBRE;San Blas;ene-25
3;HOMBRE;77;ADM USO LIBRE;San Blas;ene-25
1;HOMBRE;78;ADM USO LIBRE;San Blas;ene-25
2;HOMBRE;80;ADM USO LIBRE;San Blas;ene-25
1;HOMBRE;81;ADM USO LIBRE;San Blas;ene-25
1;HOMBRE;87;ADM USO LIBRE;San Blas;ene-25
1;HOMBRE;90;ADM USO LIBRE;San Blas;ene-25
1;MUJER;54;ADM ACTIVIDAD DIRIGIDA;San Cristóbal;ene-25
1;MUJER;58;ADM ACTIVIDAD DIRIGIDA;San Cristóbal;ene-25
1;MUJER;22;ADM COMPLETO;San Cristóbal;ene-25
1;MUJER;26;ADM COMPLETO;San Cristóbal;ene-25
1;MUJER;29;ADM COMPLETO;San Cristóbal;ene-25
1;MUJER;36;ADM COMPLETO;San Cristóbal;ene-25
1;MUJER;43;ADM COMPLETO;San Cristóbal;ene-25
1;MUJER;51;ADM COMPLETO;San Cristóbal;ene-25
1;MUJER;55;ADM COMPLETO;San Cristóbal;ene-25
1;MUJER;64;ADM COMPLETO;San Cristóbal;ene-25
1;HOMBRE;28;ADM COMPLETO;San Cristóbal;ene-25
1;HOMBRE;46;ADM COMPLETO;San Cristóbal;ene-25
1;HOMBRE;77;ADM COMPLETO;San Cristóbal;ene-25
4;MUJER;16;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;San Cristóbal;ene-25
4;MUJER;17;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;San Cristóbal;ene-25
11;MUJER;18;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;San Cristóbal;ene-25
9;MUJER;19;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;San Cristóbal;ene-25
6;MUJER;20;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;San Cristóbal;ene-25
6;MUJER;21;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;San Cristóbal;ene-25
7;MUJER;22;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;San Cristóbal;ene-25
5;MUJER;23;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;San Cristóbal;ene-25
6;MUJER;24;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;San Cristóbal;ene-25
3;MUJER;25;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;San Cristóbal;ene-25
13;MUJER;26;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;San Cristóbal;ene-25
11;MUJER;27;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;San Cristóbal;ene-25
2;MUJER;28;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;San Cristóbal;ene-25
6;MUJER;29;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;San Cristóbal;ene-25
4;MUJER;30;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;San Cristóbal;ene-25
7;MUJER;31;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;San Cristóbal;ene-25
2;MUJER;32;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;San Cristóbal;ene-25
3;MUJER;33;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;San Cristóbal;ene-25
4;MUJER;34;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;San Cristóbal;ene-25
4;MUJER;35;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;San Cristóbal;ene-25
3;MUJER;36;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;San Cristóbal;ene-25
4;MUJER;37;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;San Cristóbal;ene-25
6;MUJER;38;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;San Cristóbal;ene-25
5;MUJER;39;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;San Cristóbal;ene-25
1;MUJER;41;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;San Cristóbal;ene-25
7;MUJER;43;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;San Cristóbal;ene-25
2;MUJER;44;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;San Cristóbal;ene-25
2;MUJER;46;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;San Cristóbal;ene-25
5;MUJER;47;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;San Cristóbal;ene-25
5;MUJER;48;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;San Cristóbal;ene-25
2;MUJER;49;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;San Cristóbal;ene-25
5;MUJER;50;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;San Cristóbal;ene-25
1;MUJER;51;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;San Cristóbal;ene-25
2;MUJER;52;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;San Cristóbal;ene-25
2;MUJER;53;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;San Cristóbal;ene-25
3;MUJER;54;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;San Cristóbal;ene-25
3;MUJER;55;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;San Cristóbal;ene-25
4;MUJER;56;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;San Cristóbal;ene-25
1;MUJER;57;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;San Cristóbal;ene-25
1;MUJER;58;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;San Cristóbal;ene-25
1;MUJER;59;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;San Cristóbal;ene-25
2;MUJER;60;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;San Cristóbal;ene-25
1;MUJER;61;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;San Cristóbal;ene-25
9;HOMBRE;16;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;San Cristóbal;ene-25
24;HOMBRE;17;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;San Cristóbal;ene-25
15;HOMBRE;18;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;San Cristóbal;ene-25
15;HOMBRE;19;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;San Cristóbal;ene-25
14;HOMBRE;20;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;San Cristóbal;ene-25
14;HOMBRE;21;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;San Cristóbal;ene-25
14;HOMBRE;22;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;San Cristóbal;ene-25
12;HOMBRE;23;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;San Cristóbal;ene-25
11;HOMBRE;24;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;San Cristóbal;ene-25
13;HOMBRE;25;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;San Cristóbal;ene-25
16;HOMBRE;26;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;San Cristóbal;ene-25
11;HOMBRE;27;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;San Cristóbal;ene-25
12;HOMBRE;28;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;San Cristóbal;ene-25
8;HOMBRE;29;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;San Cristóbal;ene-25
17;HOMBRE;30;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;San Cristóbal;ene-25
7;HOMBRE;31;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;San Cristóbal;ene-25
7;HOMBRE;32;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;San Cristóbal;ene-25
8;HOMBRE;33;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;San Cristóbal;ene-25
5;HOMBRE;34;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;San Cristóbal;ene-25
7;HOMBRE;35;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;San Cristóbal;ene-25
10;HOMBRE;36;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;San Cristóbal;ene-25
7;HOMBRE;37;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;San Cristóbal;ene-25
5;HOMBRE;38;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;San Cristóbal;ene-25
4;HOMBRE;39;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;San Cristóbal;ene-25
3;HOMBRE;40;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;San Cristóbal;ene-25
7;HOMBRE;41;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;San Cristóbal;ene-25
5;HOMBRE;42;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;San Cristóbal;ene-25
3;HOMBRE;43;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;San Cristóbal;ene-25
6;HOMBRE;44;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;San Cristóbal;ene-25
7;HOMBRE;45;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;San Cristóbal;ene-25
3;HOMBRE;46;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;San Cristóbal;ene-25
2;HOMBRE;47;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;San Cristóbal;ene-25
4;HOMBRE;48;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;San Cristóbal;ene-25
4;HOMBRE;49;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;San Cristóbal;ene-25
4;HOMBRE;50;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;San Cristóbal;ene-25
2;HOMBRE;51;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;San Cristóbal;ene-25
4;HOMBRE;52;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;San Cristóbal;ene-25
4;HOMBRE;53;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;San Cristóbal;ene-25
3;HOMBRE;54;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;San Cristóbal;ene-25
2;HOMBRE;55;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;San Cristóbal;ene-25
2;HOMBRE;56;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;San Cristóbal;ene-25
2;HOMBRE;57;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;San Cristóbal;ene-25
3;HOMBRE;58;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;San Cristóbal;ene-25
2;HOMBRE;59;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;San Cristóbal;ene-25
