Nº de abonados;Sexo;Edad;Tipo de abono;Centro deportivo;Mes
1;MUJER;17;ADM ACTIVIDAD DIRIGIDA;Alfredo Goyeneche;ene-25
1;MUJER;23;ADM ACTIVIDAD DIRIGIDA;Alfredo Goyeneche;ene-25
1;MUJER;38;ADM ACTIVIDAD DIRIGIDA;Alfredo Goyeneche;ene-25
1;MUJER;49;ADM ACTIVIDAD DIRIGIDA;Alfredo Goyeneche;ene-25
1;MUJER;51;ADM ACTIVIDAD DIRIGIDA;Alfredo Goyeneche;ene-25
2;MUJER;52;ADM ACTIVIDAD DIRIGIDA;Alfredo Goyeneche;ene-25
2;MUJER;53;ADM ACTIVIDAD DIRIGIDA;Alfredo Goyeneche;ene-25
1;MUJER;54;ADM ACTIVIDAD DIRIGIDA;Alfredo Goyeneche;ene-25
1;MUJER;60;ADM ACTIVIDAD DIRIGIDA;Alfredo Goyeneche;ene-25
1;MUJER;63;ADM ACTIVIDAD DIRIGIDA;Alfredo Goyeneche;ene-25
1;HOMBRE;57;ADM ACTIVIDAD DIRIGIDA;Alfredo Goyeneche;ene-25
1;HOMBRE;58;ADM ACTIVIDAD DIRIGIDA;Alfredo Goyeneche;ene-25
2;MUJER;20;ADM COMPLETO;Alfredo Goyeneche;ene-25
1;MUJER;21;ADM COMPLETO;Alfredo Goyeneche;ene-25
1;MUJER;23;ADM COMPLETO;Alfredo Goyeneche;ene-25
1;MUJER;37;ADM COMPLETO;Alfredo Goyeneche;ene-25
1;MUJER;45;ADM COMPLETO;Alfredo Goyeneche;ene-25
1;MUJER;46;ADM COMPLETO;Alfredo Goyeneche;ene-25
2;MUJER;54;ADM COMPLETO;Alfredo Goyeneche;ene-25
1;MUJER;56;ADM COMPLETO;Alfredo Goyeneche;ene-25
3;MUJER;58;ADM COMPLETO;Alfredo Goyeneche;ene-25
2;MUJER;59;ADM COMPLETO;Alfredo Goyeneche;ene-25
1;MUJER;60;ADM COMPLETO;Alfredo Goyeneche;ene-25
1;MUJER;67;ADM COMPLETO;Alfredo Goyeneche;ene-25
2;MUJER;69;ADM COMPLETO;Alfredo Goyeneche;ene-25
1;MUJER;72;ADM COMPLETO;Alfredo Goyeneche;ene-25
1;MUJER;77;ADM COMPLETO;Alfredo Goyeneche;ene-25
2;MUJER;79;ADM COMPLETO;Alfredo Goyeneche;ene-25
1;MUJER;85;ADM COMPLETO;Alfredo Goyeneche;ene-25
1;HOMBRE;54;ADM COMPLETO;Alfredo Goyeneche;ene-25
1;HOMBRE;56;ADM COMPLETO;Alfredo Goyeneche;ene-25
1;HOMBRE;60;ADM COMPLETO;Alfredo Goyeneche;ene-25
2;HOMBRE;64;ADM COMPLETO;Alfredo Goyeneche;ene-25
1;HOMBRE;65;ADM COMPLETO;Alfredo Goyeneche;ene-25
1;HOMBRE;67;ADM COMPLETO;Alfredo Goyeneche;ene-25
2;HOMBRE;69;ADM COMPLETO;Alfredo Goyeneche;ene-25
2;HOMBRE;70;ADM COMPLETO;Alfredo Goyeneche;ene-25
1;HOMBRE;71;ADM COMPLETO;Alfredo Goyeneche;ene-25
2;HOMBRE;78;ADM COMPLETO;Alfredo Goyeneche;ene-25
1;HOMBRE;79;ADM COMPLETO;Alfredo Goyeneche;ene-25
2;MUJER;20;ADM FAMILIAR;Alfredo Goyeneche;ene-25
2;MUJER;22;ADM FAMILIAR;Alfredo Goyeneche;ene-25
1;MUJER;23;ADM FAMILIAR;Alfredo Goyeneche;ene-25
1;MUJER;27;ADM FAMILIAR;Alfredo Goyeneche;ene-25
1;MUJER;48;ADM FAMILIAR;Alfredo Goyeneche;ene-25
1;MUJER;56;ADM FAMILIAR;Alfredo Goyeneche;ene-25
1;MUJER;59;ADM FAMILIAR;Alfredo Goyeneche;ene-25
1;HOMBRE;17;ADM FAMILIAR;Alfredo Goyeneche;ene-25
1;HOMBRE;18;ADM FAMILIAR;Alfredo Goyeneche;ene-25
1;HOMBRE;19;ADM FAMILIAR;Alfredo Goyeneche;ene-25
1;HOMBRE;22;ADM FAMILIAR;Alfredo Goyeneche;ene-25
1;HOMBRE;23;ADM FAMILIAR;Alfredo Goyeneche;ene-25
1;HOMBRE;25;ADM FAMILIAR;Alfredo Goyeneche;ene-25
1;HOMBRE;28;ADM FAMILIAR;Alfredo Goyeneche;ene-25
1;HOMBRE;49;ADM FAMILIAR;Alfredo Goyeneche;ene-25
1;HOMBRE;58;ADM FAMILIAR;Alfredo Goyeneche;ene-25
1;HOMBRE;62;ADM FAMILIAR;Alfredo Goyeneche;ene-25
1;HOMBRE;16;ADM FIN DE SEMANA;Alfredo Goyeneche;ene-25
1;HOMBRE;55;ADM FIN DE SEMANA;Alfredo Goyeneche;ene-25
1;MUJER;39;ADM REDUCIDO;Alfredo Goyeneche;ene-25
1;MUJER;45;ADM REDUCIDO;Alfredo Goyeneche;ene-25
1;MUJER;46;ADM REDUCIDO;Alfredo Goyeneche;ene-25
1;MUJER;50;ADM REDUCIDO;Alfredo Goyeneche;ene-25
2;MUJER;51;ADM REDUCIDO;Alfredo Goyeneche;ene-25
2;MUJER;53;ADM REDUCIDO;Alfredo Goyeneche;ene-25
1;MUJER;54;ADM REDUCIDO;Alfredo Goyeneche;ene-25
1;MUJER;57;ADM REDUCIDO;Alfredo Goyeneche;ene-25
2;MUJER;58;ADM REDUCIDO;Alfredo Goyeneche;ene-25
1;MUJER;60;ADM REDUCIDO;Alfredo Goyeneche;ene-25
1;MUJER;62;ADM REDUCIDO;Alfredo Goyeneche;ene-25
4;MUJER;63;ADM REDUCIDO;Alfredo Goyeneche;ene-25
5;MUJER;64;ADM REDUCIDO;Alfredo Goyeneche;ene-25
3;MUJER;65;ADM REDUCIDO;Alfredo Goyeneche;ene-25
4;MUJER;66;ADM REDUCIDO;Alfredo Goyeneche;ene-25
3;MUJER;67;ADM REDUCIDO;Alfredo Goyeneche;ene-25
5;MUJER;68;ADM REDUCIDO;Alfredo Goyeneche;ene-25
4;MUJER;69;ADM REDUCIDO;Alfredo Goyeneche;ene-25
5;MUJER;70;ADM REDUCIDO;Alfredo Goyeneche;ene-25
3;MUJER;71;ADM REDUCIDO;Alfredo Goyeneche;ene-25
8;MUJER;72;ADM REDUCIDO;Alfredo Goyeneche;ene-25
1;MUJER;73;ADM REDUCIDO;Alfredo Goyeneche;ene-25
2;MUJER;74;ADM REDUCIDO;Alfredo Goyeneche;ene-25
3;MUJER;75;ADM REDUCIDO;Alfredo Goyeneche;ene-25
2;MUJER;76;ADM REDUCIDO;Alfredo Goyeneche;ene-25
2;MUJER;77;ADM REDUCIDO;Alfredo Goyeneche;ene-25
4;MUJER;78;ADM REDUCIDO;Alfredo Goyeneche;ene-25
1;MUJER;79;ADM REDUCIDO;Alfredo Goyeneche;ene-25
1;MUJER;81;ADM REDUCIDO;Alfredo Goyeneche;ene-25
1;MUJER;84;ADM REDUCIDO;Alfredo Goyeneche;ene-25
1;HOMBRE;24;ADM REDUCIDO;Alfredo Goyeneche;ene-25
2;HOMBRE;63;ADM REDUCIDO;Alfredo Goyeneche;ene-25
1;HOMBRE;64;ADM REDUCIDO;Alfredo Goyeneche;ene-25
2;HOMBRE;66;ADM REDUCIDO;Alfredo Goyeneche;ene-25
1;HOMBRE;68;ADM REDUCIDO;Alfredo Goyeneche;ene-25
1;HOMBRE;69;ADM REDUCIDO;Alfredo Goyeneche;ene-25
2;HOMBRE;70;ADM REDUCIDO;Alfredo Goyeneche;ene-25
1;HOMBRE;71;ADM REDUCIDO;Alfredo Goyeneche;ene-25
5;HOMBRE;72;ADM REDUCIDO;Alfredo Goyeneche;ene-25
2;HOMBRE;73;ADM REDUCIDO;Alfredo Goyeneche;ene-25
1;HOMBRE;74;ADM REDUCIDO;Alfredo Goyeneche;ene-25
3;HOMBRE;75;ADM REDUCIDO;Alfredo Goyeneche;ene-25
5;HOMBRE;76;ADM REDUCIDO;Alfredo Goyeneche;ene-25
1;HOMBRE;77;ADM REDUCIDO;Alfredo Goyeneche;ene-25
1;HOMBRE;78;ADM REDUCIDO;Alfredo Goyeneche;ene-25
1;HOMBRE;80;ADM REDUCIDO;Alfredo Goyeneche;ene-25
1;HOMBRE;83;ADM REDUCIDO;Alfredo Goyeneche;ene-25
1;HOMBRE;84;ADM REDUCIDO;Alfredo Goyeneche;ene-25
1;MUJER;18;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;Alfredo Goyeneche;ene-25
5;MUJER;19;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;Alfredo Goyeneche;ene-25
4;MUJER;20;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;Alfredo Goyeneche;ene-25
5;MUJER;21;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;Alfredo Goyeneche;ene-25
9;MUJER;22;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;Alfredo Goyeneche;ene-25
5;MUJER;23;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;Alfredo Goyeneche;ene-25
2;MUJER;24;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;Alfredo Goyeneche;ene-25
4;MUJER;25;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;Alfredo Goyeneche;ene-25
4;MUJER;26;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;Alfredo Goyeneche;ene-25
6;MUJER;27;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;Alfredo Goyeneche;ene-25
1;MUJER;28;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;Alfredo Goyeneche;ene-25
4;MUJER;29;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;Alfredo Goyeneche;ene-25
3;MUJER;30;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;Alfredo Goyeneche;ene-25
1;MUJER;33;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;Alfredo Goyeneche;ene-25
3;MUJER;34;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;Alfredo Goyeneche;ene-25
1;MUJER;36;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;Alfredo Goyeneche;ene-25
1;MUJER;37;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;Alfredo Goyeneche;ene-25
2;MUJER;39;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;Alfredo Goyeneche;ene-25
3;MUJER;40;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;Alfredo Goyeneche;ene-25
3;MUJER;42;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;Alfredo Goyeneche;ene-25
1;MUJER;43;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;Alfredo Goyeneche;ene-25
3;MUJER;45;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;Alfredo Goyeneche;ene-25
4;MUJER;46;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;Alfredo Goyeneche;ene-25
1;MUJER;47;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;Alfredo Goyeneche;ene-25
2;MUJER;49;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;Alfredo Goyeneche;ene-25
2;MUJER;51;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;Alfredo Goyeneche;ene-25
1;MUJER;52;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;Alfredo Goyeneche;ene-25
3;MUJER;53;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;Alfredo Goyeneche;ene-25
2;MUJER;54;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;Alfredo Goyeneche;ene-25
3;MUJER;55;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;Alfredo Goyeneche;ene-25
1;MUJER;56;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;Alfredo Goyeneche;ene-25
3;MUJER;58;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;Alfredo Goyeneche;ene-25
1;MUJER;59;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;Alfredo Goyeneche;ene-25
2;MUJER;60;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;Alfredo Goyeneche;ene-25
1;MUJER;61;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;Alfredo Goyeneche;ene-25
4;MUJER;62;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;Alfredo Goyeneche;ene-25
1;MUJER;63;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;Alfredo Goyeneche;ene-25
7;HOMBRE;18;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;Alfredo Goyeneche;ene-25
13;HOMBRE;19;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;Alfredo Goyeneche;ene-25
6;HOMBRE;20;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;Alfredo Goyeneche;ene-25
12;HOMBRE;21;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;Alfredo Goyeneche;ene-25
13;HOMBRE;22;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;Alfredo Goyeneche;ene-25
10;HOMBRE;23;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;Alfredo Goyeneche;ene-25
8;HOMBRE;24;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;Alfredo Goyeneche;ene-25
5;HOMBRE;25;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;Alfredo Goyeneche;ene-25
4;HOMBRE;26;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;Alfredo Goyeneche;ene-25
6;HOMBRE;27;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;Alfredo Goyeneche;ene-25
2;HOMBRE;28;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;Alfredo Goyeneche;ene-25
2;HOMBRE;29;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;Alfredo Goyeneche;ene-25
3;HOMBRE;30;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;Alfredo Goyeneche;ene-25
2;HOMBRE;31;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;Alfredo Goyeneche;ene-25
3;HOMBRE;32;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;Alfredo Goyeneche;ene-25
2;HOMBRE;33;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;Alfredo Goyeneche;ene-25
2;HOMBRE;34;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;Alfredo Goyeneche;ene-25
3;HOMBRE;35;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;Alfredo Goyeneche;ene-25
4;HOMBRE;37;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;Alfredo Goyeneche;ene-25
2;HOMBRE;38;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;Alfredo Goyeneche;ene-25
3;HOMBRE;39;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;Alfredo Goyeneche;ene-25
1;HOMBRE;41;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;Alfredo Goyeneche;ene-25
3;HOMBRE;42;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;Alfredo Goyeneche;ene-25
1;HOMBRE;43;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;Alfredo Goyeneche;ene-25
1;HOMBRE;44;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;Alfredo Goyeneche;ene-25
3;HOMBRE;45;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;Alfredo Goyeneche;ene-25
4;HOMBRE;47;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;Alfredo Goyeneche;ene-25
4;HOMBRE;48;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;Alfredo Goyeneche;ene-25
1;HOMBRE;49;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;Alfredo Goyeneche;ene-25
2;HOMBRE;50;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;Alfredo Goyeneche;ene-25
1;HOMBRE;51;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;Alfredo Goyeneche;ene-25
5;HOMBRE;52;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;Alfredo Goyeneche;ene-25
1;HOMBRE;53;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;Alfredo Goyeneche;ene-25
4;HOMBRE;54;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;Alfredo Goyeneche;ene-25
3;HOMBRE;55;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;Alfredo Goyeneche;ene-25
5;HOMBRE;56;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;Alfredo Goyeneche;ene-25
1;HOMBRE;57;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;Alfredo Goyeneche;ene-25
1;HOMBRE;58;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;Alfredo Goyeneche;ene-25
3;HOMBRE;59;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;Alfredo Goyeneche;ene-25
2;HOMBRE;60;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;Alfredo Goyeneche;ene-25
2;HOMBRE;63;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;Alfredo Goyeneche;ene-25
1;HOMBRE;64;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;Alfredo Goyeneche;ene-25
1;MUJER;19;ADM USO LIBRE;Alfredo Goyeneche;ene-25
1;MUJER;22;ADM USO LIBRE;Alfredo Goyeneche;ene-25
2;MUJER;24;ADM USO LIBRE;Alfredo Goyeneche;ene-25
3;MUJER;25;ADM USO LIBRE;Alfredo Goyeneche;ene-25
3;MUJER;26;ADM USO LIBRE;Alfredo Goyeneche;ene-25
2;MUJER;27;ADM USO LIBRE;Alfredo Goyeneche;ene-25
1;MUJER;28;ADM USO LIBRE;Alfredo Goyeneche;ene-25
1;MUJER;30;ADM USO LIBRE;Alfredo Goyeneche;ene-25
1;MUJER;31;ADM USO LIBRE;Alfredo Goyeneche;ene-25
2;MUJER;34;ADM USO LIBRE;Alfredo Goyeneche;ene-25
2;MUJER;40;ADM USO LIBRE;Alfredo Goyeneche;ene-25
1;MUJER;43;ADM USO LIBRE;Alfredo Goyeneche;ene-25
1;MUJER;45;ADM USO LIBRE;Alfredo Goyeneche;ene-25
1;MUJER;46;ADM USO LIBRE;Alfredo Goyeneche;ene-25
4;MUJER;48;ADM USO LIBRE;Alfredo Goyeneche;ene-25
1;MUJER;49;ADM USO LIBRE;Alfredo Goyeneche;ene-25
1;MUJER;51;ADM USO LIBRE;Alfredo Goyeneche;ene-25
5;MUJER;52;ADM USO LIBRE;Alfredo Goyeneche;ene-25
1;MUJER;53;ADM USO LIBRE;Alfredo Goyeneche;ene-25
4;MUJER;54;ADM USO LIBRE;Alfredo Goyeneche;ene-25
1;MUJER;55;ADM USO LIBRE;Alfredo Goyeneche;ene-25
1;MUJER;56;ADM USO LIBRE;Alfredo Goyeneche;ene-25
1;MUJER;57;ADM USO LIBRE;Alfredo Goyeneche;ene-25
1;MUJER;58;ADM USO LIBRE;Alfredo Goyeneche;ene-25
1;MUJER;59;ADM USO LIBRE;Alfredo Goyeneche;ene-25
1;MUJER;60;ADM USO LIBRE;Alfredo Goyeneche;ene-25
1;MUJER;61;ADM USO LIBRE;Alfredo Goyeneche;ene-25
1;MUJER;62;ADM USO LIBRE;Alfredo Goyeneche;ene-25
3;MUJER;63;ADM USO LIBRE;Alfredo Goyeneche;ene-25
5;MUJER;65;ADM USO LIBRE;Alfredo Goyeneche;ene-25
2;MUJER;66;ADM USO LIBRE;Alfredo Goyeneche;ene-25
1;MUJER;67;ADM USO LIBRE;Alfredo Goyeneche;ene-25
1;MUJER;68;ADM USO LIBRE;Alfredo Goyeneche;ene-25
4;MUJER;69;ADM USO LIBRE;Alfredo Goyeneche;ene-25
5;MUJER;70;ADM USO LIBRE;Alfredo Goyeneche;ene-25
5;MUJER;71;ADM USO LIBRE;Alfredo Goyeneche;ene-25
1;MUJER;72;ADM USO LIBRE;Alfredo Goyeneche;ene-25
2;MUJER;73;ADM USO LIBRE;Alfredo Goyeneche;ene-25
7;MUJER;74;ADM USO LIBRE;Alfredo Goyeneche;ene-25
1;MUJER;75;ADM USO LIBRE;Alfredo Goyeneche;ene-25
2;MUJER;77;ADM USO LIBRE;Alfredo Goyeneche;ene-25
2;MUJER;79;ADM USO LIBRE;Alfredo Goyeneche;ene-25
2;MUJER;82;ADM USO LIBRE;Alfredo Goyeneche;ene-25
2;MUJER;83;ADM USO LIBRE;Alfredo Goyeneche;ene-25
1;MUJER;85;ADM USO LIBRE;Alfredo Goyeneche;ene-25
2;HOMBRE;16;ADM USO LIBRE;Alfredo Goyeneche;ene-25
3;HOMBRE;18;ADM USO LIBRE;Alfredo Goyeneche;ene-25
1;HOMBRE;19;ADM USO LIBRE;Alfredo Goyeneche;ene-25
5;HOMBRE;21;ADM USO LIBRE;Alfredo Goyeneche;ene-25
1;HOMBRE;22;ADM USO LIBRE;Alfredo Goyeneche;ene-25
7;HOMBRE;23;ADM USO LIBRE;Alfredo Goyeneche;ene-25
1;HOMBRE;25;ADM USO LIBRE;Alfredo Goyeneche;ene-25
1;HOMBRE;26;ADM USO LIBRE;Alfredo Goyeneche;ene-25
1;HOMBRE;27;ADM USO LIBRE;Alfredo Goyeneche;ene-25
1;HOMBRE;29;ADM USO LIBRE;Alfredo Goyeneche;ene-25
2;HOMBRE;30;ADM USO LIBRE;Alfredo Goyeneche;ene-25
3;HOMBRE;32;ADM USO LIBRE;Alfredo Goyeneche;ene-25
1;HOMBRE;34;ADM USO LIBRE;Alfredo Goyeneche;ene-25
2;HOMBRE;35;ADM USO LIBRE;Alfredo Goyeneche;ene-25
2;HOMBRE;36;ADM USO LIBRE;Alfredo Goyeneche;ene-25
2;HOMBRE;39;ADM USO LIBRE;Alfredo Goyeneche;ene-25
1;HOMBRE;42;ADM USO LIBRE;Alfredo Goyeneche;ene-25
1;HOMBRE;46;ADM USO LIBRE;Alfredo Goyeneche;ene-25
2;HOMBRE;48;ADM USO LIBRE;Alfredo Goyeneche;ene-25
5;HOMBRE;49;ADM USO LIBRE;Alfredo Goyeneche;ene-25
9;HOMBRE;50;ADM USO LIBRE;Alfredo Goyeneche;ene-25
3;HOMBRE;51;ADM USO LIBRE;Alfredo Goyeneche;ene-25
3;HOMBRE;52;ADM USO LIBRE;Alfredo Goyeneche;ene-25
4;HOMBRE;53;ADM USO LIBRE;Alfredo Goyeneche;ene-25
3;HOMBRE;54;ADM USO LIBRE;Alfredo Goyeneche;ene-25
4;HOMBRE;55;ADM USO LIBRE;Alfredo Goyeneche;ene-25
6;HOMBRE;56;ADM USO LIBRE;Alfredo Goyeneche;ene-25
5;HOMBRE;57;ADM USO LIBRE;Alfredo Goyeneche;ene-25
5;HOMBRE;58;ADM USO LIBRE;Alfredo Goyeneche;ene-25
4;HOMBRE;59;ADM USO LIBRE;Alfredo Goyeneche;ene-25
2;HOMBRE;60;ADM USO LIBRE;Alfredo Goyeneche;ene-25
2;HOMBRE;61;ADM USO LIBRE;Alfredo Goyeneche;ene-25
1;HOMBRE;62;ADM USO LIBRE;Alfredo Goyeneche;ene-25
2;HOMBRE;63;ADM USO LIBRE;Alfredo Goyeneche;ene-25
4;HOMBRE;65;ADM USO LIBRE;Alfredo Goyeneche;ene-25
11;HOMBRE;66;ADM USO LIBRE;Alfredo Goyeneche;ene-25
6;HOMBRE;67;ADM USO LIBRE;Alfredo Goyeneche;ene-25
4;HOMBRE;68;ADM USO LIBRE;Alfredo Goyeneche;ene-25
6;HOMBRE;69;ADM USO LIBRE;Alfredo Goyeneche;ene-25
10;HOMBRE;70;ADM USO LIBRE;Alfredo Goyeneche;ene-25
8;HOMBRE;71;ADM USO LIBRE;Alfredo Goyeneche;ene-25
10;HOMBRE;72;ADM USO LIBRE;Alfredo Goyeneche;ene-25
5;HOMBRE;73;ADM USO LIBRE;Alfredo Goyeneche;ene-25
5;HOMBRE;74;ADM USO LIBRE;Alfredo Goyeneche;ene-25
7;HOMBRE;75;ADM USO LIBRE;Alfredo Goyeneche;ene-25
11;HOMBRE;76;ADM USO LIBRE;Alfredo Goyeneche;ene-25
4;HOMBRE;77;ADM USO LIBRE;Alfredo Goyeneche;ene-25
4;HOMBRE;78;ADM USO LIBRE;Alfredo Goyeneche;ene-25
5;HOMBRE;79;ADM USO LIBRE;Alfredo Goyeneche;ene-25
5;HOMBRE;80;ADM USO LIBRE;Alfredo Goyeneche;ene-25
3;HOMBRE;81;ADM USO LIBRE;Alfredo Goyeneche;ene-25
1;HOMBRE;82;ADM USO LIBRE;Alfredo Goyeneche;ene-25
1;HOMBRE;84;ADM USO LIBRE;Alfredo Goyeneche;ene-25
1;HOMBRE;85;ADM USO LIBRE;Alfredo Goyeneche;ene-25
1;HOMBRE;87;ADM USO LIBRE;Alfredo Goyeneche;ene-25
1;MUJER;29;ADM ACTIVIDAD DIRIGIDA;Aluche;ene-25
1;MUJER;31;ADM ACTIVIDAD DIRIGIDA;Aluche;ene-25
1;MUJER;34;ADM ACTIVIDAD DIRIGIDA;Aluche;ene-25
1;MUJER;37;ADM ACTIVIDAD DIRIGIDA;Aluche;ene-25
2;MUJER;43;ADM ACTIVIDAD DIRIGIDA;Aluche;ene-25
1;MUJER;44;ADM ACTIVIDAD DIRIGIDA;Aluche;ene-25
1;MUJER;45;ADM ACTIVIDAD DIRIGIDA;Aluche;ene-25
1;MUJER;46;ADM ACTIVIDAD DIRIGIDA;Aluche;ene-25
1;MUJER;48;ADM ACTIVIDAD DIRIGIDA;Aluche;ene-25
1;MUJER;49;ADM ACTIVIDAD DIRIGIDA;Aluche;ene-25
2;MUJER;50;ADM ACTIVIDAD DIRIGIDA;Aluche;ene-25
1;MUJER;56;ADM ACTIVIDAD DIRIGIDA;Aluche;ene-25
1;MUJER;58;ADM ACTIVIDAD DIRIGIDA;Aluche;ene-25
1;MUJER;59;ADM ACTIVIDAD DIRIGIDA;Aluche;ene-25
1;MUJER;61;ADM ACTIVIDAD DIRIGIDA;Aluche;ene-25
3;MUJER;62;ADM ACTIVIDAD DIRIGIDA;Aluche;ene-25
1;HOMBRE;38;ADM ACTIVIDAD DIRIGIDA;Aluche;ene-25
1;HOMBRE;51;ADM ACTIVIDAD DIRIGIDA;Aluche;ene-25
1;HOMBRE;59;ADM ACTIVIDAD DIRIGIDA;Aluche;ene-25
1;HOMBRE;64;ADM ACTIVIDAD DIRIGIDA;Aluche;ene-25
1;MUJER;34;ADM COMPLETO;Aluche;ene-25
1;MUJER;43;ADM COMPLETO;Aluche;ene-25
1;MUJER;44;ADM COMPLETO;Aluche;ene-25
1;MUJER;45;ADM COMPLETO;Aluche;ene-25
2;MUJER;49;ADM COMPLETO;Aluche;ene-25
2;MUJER;52;ADM COMPLETO;Aluche;ene-25
1;MUJER;55;ADM COMPLETO;Aluche;ene-25
1;MUJER;61;ADM COMPLETO;Aluche;ene-25
1;MUJER;65;ADM COMPLETO;Aluche;ene-25
2;MUJER;66;ADM COMPLETO;Aluche;ene-25
4;MUJER;67;ADM COMPLETO;Aluche;ene-25
1;MUJER;68;ADM COMPLETO;Aluche;ene-25
1;MUJER;70;ADM COMPLETO;Aluche;ene-25
1;MUJER;78;ADM COMPLETO;Aluche;ene-25
1;MUJER;79;ADM COMPLETO;Aluche;ene-25
1;HOMBRE;35;ADM COMPLETO;Aluche;ene-25
1;HOMBRE;48;ADM COMPLETO;Aluche;ene-25
1;HOMBRE;54;ADM COMPLETO;Aluche;ene-25
1;HOMBRE;59;ADM COMPLETO;Aluche;ene-25
1;HOMBRE;63;ADM COMPLETO;Aluche;ene-25
